Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type_enc,temp_diff,power_proxy,wear_category,high_wear,high_torque,low_speed,strain_index,overheat,failure_mode_count
L,298.1,308.7,1671,28.8,41,0,0,0,0,0,0,0,10.6,5.0392,Fresh(0-50),0,0,0,0,0,0
L,298.0,308.6,1430,57.0,43,0,0,0,0,0,0,0,10.6,8.5351,Fresh(0-50),0,1,0,0,0,0
L,298.0,308.7,1619,40.1,45,0,0,0,0,0,0,0,10.7,6.7981,Fresh(0-50),0,0,0,0,0,0
M,298.0,308.7,1430,51.9,47,0,0,0,0,0,0,1,10.7,7.7714,Fresh(0-50),0,1,0,0,0,0
L,298.0,308.6,1626,33.3,50,0,0,0,0,0,0,0,10.6,5.6697,Fresh(0-50),0,0,0,0,0,0
L,298.0,308.7,1443,49.3,52,0,0,0,0,0,0,0,10.7,7.4492,Low(51-100),0,1,0,0,0,0
L,298.0,308.6,1481,42.5,54,0,0,0,0,0,0,0,10.6,6.5908,Low(51-100),0,0,0,0,0,0
M,298.1,308.7,1527,43.0,56,0,0,0,0,0,0,1,10.6,6.8755,Low(51-100),0,0,0,0,0,0
M,298.1,308.7,1315,56.8,59,0,0,0,0,0,0,1,10.6,7.8212,Low(51-100),0,1,1,1,0,0
M,298.1,308.8,1433,48.2,62,0,0,0,0,0,0,1,10.7,7.2325,Low(51-100),0,1,0,0,0,0
M,298.1,308.8,1378,53.5,65,0,0,0,0,0,0,1,10.7,7.7197,Low(51-100),0,1,1,1,0,0
L,298.1,308.8,1432,43.4,68,0,0,0,0,0,0,0,10.7,6.5077,Low(51-100),0,0,0,0,0,0
M,298.1,308.8,1394,47.9,70,0,0,0,0,0,0,1,10.7,6.9919,Low(51-100),0,1,1,1,0,0
H,298.0,308.8,1411,53.8,73,0,0,0,0,0,0,2,10.8,7.9489,Low(51-100),0,1,1,1,0,0
L,298.1,308.9,2136,15.9,78,0,0,0,0,0,0,0,10.8,3.5563,Low(51-100),0,0,0,0,0,0
M,298.2,309.0,1446,45.8,80,0,0,0,0,0,0,1,10.8,6.9347,Low(51-100),0,0,0,0,0,0
H,298.1,308.9,1388,53.5,83,0,0,0,0,0,0,2,10.8,7.7757,Low(51-100),0,1,1,1,0,0
M,298.1,308.9,1323,51.7,88,0,0,0,0,0,0,1,10.8,7.1622,Low(51-100),0,1,1,1,0,0
L,298.2,309.0,1780,29.3,91,0,0,0,0,0,0,0,10.8,5.4612,Low(51-100),0,0,0,0,0,0
M,298.1,308.8,1434,41.8,93,0,0,0,0,0,0,1,10.7,6.2766,Low(51-100),0,0,0,0,0,0
M,298.0,308.7,1494,42.6,96,0,0,0,0,0,0,1,10.7,6.6643,Low(51-100),0,0,0,0,0,0
H,298.0,308.7,1536,39.6,99,0,0,0,0,0,0,2,10.7,6.3692,Low(51-100),0,0,0,0,0,0
M,298.0,308.7,1392,53.4,104,0,0,0,0,0,0,1,10.7,7.7835,Medium(101-150),0,1,1,1,0,0
H,298.2,309.0,1360,56.8,107,0,0,0,0,0,0,2,10.8,8.0888,Medium(101-150),0,1,1,1,0,0
L,298.4,309.2,1583,35.4,112,0,0,0,0,0,0,0,10.8,5.8679,Medium(101-150),0,0,0,0,0,0
L,298.5,309.2,1983,20.2,114,0,0,0,0,0,0,0,10.7,4.1944,Medium(101-150),0,0,0,0,0,0
L,298.5,309.3,1630,33.3,116,0,0,0,0,0,0,0,10.8,5.6837,Medium(101-150),0,0,0,0,0,0
M,298.5,309.3,1692,26.7,118,0,0,0,0,0,0,1,10.8,4.7305,Medium(101-150),0,0,0,0,0,0
L,298.4,309.1,1417,40.6,121,0,0,0,0,0,0,0,10.7,6.0241,Medium(101-150),0,0,1,0,0,0
L,298.4,309.1,1579,36.1,123,0,0,0,0,0,0,0,10.7,5.9688,Medium(101-150),0,0,0,0,0,0
M,298.4,309.2,1399,45.2,125,0,0,0,0,0,0,1,10.8,6.6214,Medium(101-150),0,0,1,0,0,0
M,298.4,309.2,1414,46.4,128,0,0,0,0,0,0,1,10.8,6.8701,Medium(101-150),0,0,1,0,0,0
L,298.5,309.3,1570,40.1,131,0,0,0,0,0,0,0,10.8,6.5924,Medium(101-150),0,0,0,0,0,0
M,298.5,309.3,1552,36.8,133,0,0,0,0,0,0,1,10.8,5.9805,Medium(101-150),0,0,0,0,0,0
L,298.6,309.4,1440,48.2,136,0,0,0,0,0,0,0,10.8,7.2679,Medium(101-150),0,1,0,0,0,0
M,298.6,309.4,1460,43.8,138,0,0,0,0,0,0,1,10.8,6.6961,Medium(101-150),0,0,0,0,0,0
L,298.6,309.4,1471,48.0,141,0,0,0,0,0,0,0,10.8,7.3935,Medium(101-150),0,1,0,0,0,0
L,298.6,309.3,1702,27.6,143,0,0,0,0,0,0,0,10.7,4.9189,Medium(101-150),0,0,0,0,0,0
L,298.6,309.4,1375,55.4,145,0,0,0,0,0,0,0,10.8,7.9764,Medium(101-150),0,1,1,1,0,0
L,298.6,309.4,1698,33.2,147,0,0,0,0,0,0,0,10.8,5.903,Medium(101-150),0,0,0,0,0,0
H,298.6,309.4,1439,47.1,149,0,0,0,0,0,0,2,10.8,7.0971,Medium(101-150),0,1,0,0,0,0
M,298.6,309.4,1774,27.5,154,0,0,0,0,0,0,1,10.8,5.1084,High(151-200),0,0,0,0,0,0
M,298.7,309.4,1375,48.3,157,0,0,0,0,0,0,1,10.7,6.9542,High(151-200),0,1,1,1,0,0
L,298.7,309.5,1446,40.0,160,0,0,0,0,0,0,0,10.8,6.0565,High(151-200),0,0,0,0,0,0
M,298.7,309.6,1455,46.8,162,0,0,0,0,0,0,1,10.9,7.1303,High(151-200),0,0,0,0,0,0
L,298.8,309.6,1523,41.9,165,0,0,0,0,0,0,0,10.8,6.6821,High(151-200),0,0,0,0,0,0
M,298.8,309.6,1692,31.9,167,0,0,0,0,0,0,1,10.8,5.6518,High(151-200),0,0,0,0,0,0
M,298.8,309.6,1693,33.3,170,0,0,0,0,0,0,1,10.8,5.9033,High(151-200),0,0,0,0,0,0
L,298.8,309.6,1890,24.0,173,0,0,0,0,0,0,0,10.8,4.7497,High(151-200),0,0,0,0,0,0
H,298.9,309.6,1600,33.5,175,0,0,0,0,0,0,2,10.7,5.6126,High(151-200),0,0,0,0,0,0
M,298.9,309.6,1434,43.8,180,0,0,0,0,0,0,1,10.7,6.5769,High(151-200),0,0,0,0,0,0
L,298.9,309.6,1365,50.9,183,0,0,0,0,0,0,0,10.7,7.2752,High(151-200),0,1,1,1,0,0
H,298.8,309.6,1309,57.4,185,0,0,0,0,0,0,2,10.8,7.8677,High(151-200),0,1,1,1,0,0
H,298.9,309.6,1546,35.3,190,0,0,0,0,0,0,2,10.7,5.7145,High(151-200),0,0,0,0,0,0
L,298.9,309.6,1663,33.7,195,0,0,0,0,0,0,0,10.7,5.8684,High(151-200),0,0,0,0,0,0
L,298.9,309.6,1589,34.2,197,0,0,0,0,0,0,0,10.7,5.6905,High(151-200),0,0,0,0,0,0
M,298.9,309.6,1472,46.0,199,0,0,0,0,0,0,1,10.7,7.0903,High(151-200),0,0,0,0,0,0
L,298.9,309.6,1583,39.8,202,0,0,0,0,0,0,0,10.7,6.5972,Critical(>200),1,0,0,0,0,0
M,298.9,309.6,1567,34.5,204,0,0,0,0,0,0,1,10.7,5.6609,Critical(>200),1,0,0,0,0,0
L,298.9,309.7,1407,41.9,207,0,0,0,0,0,0,0,10.8,6.1731,Critical(>200),1,0,1,0,0,0
M,299.0,309.7,1418,44.7,209,0,0,0,0,0,0,1,10.7,6.6371,Critical(>200),1,0,1,0,0,0
M,299.0,309.7,1489,40.7,212,0,0,0,0,0,0,1,10.7,6.3458,Critical(>200),1,0,0,0,0,0
L,299.1,309.9,1586,36.6,215,0,0,0,0,0,0,0,10.8,6.0783,Critical(>200),1,0,0,0,0,0
L,299.1,309.8,1398,55.4,217,1,0,0,0,1,0,0,10.7,8.1099,Critical(>200),1,1,1,1,0,1
L,299.2,309.9,1516,41.4,219,0,0,0,0,0,0,0,10.7,6.572,Critical(>200),1,0,0,0,0,0
H,299.3,310.0,1373,44.8,221,0,0,0,0,0,0,2,10.7,6.4409,Critical(>200),1,0,1,0,0,0
M,299.2,310.0,1349,50.4,226,0,0,0,0,0,0,1,10.8,7.1193,Critical(>200),1,1,1,1,0,0
H,299.1,309.9,1443,40.3,0,0,0,0,0,0,0,2,10.8,6.0893,Fresh(0-50),0,0,0,0,0,0
H,299.2,310.1,1542,36.1,5,0,0,0,0,0,0,2,10.9,5.8289,Fresh(0-50),0,0,0,0,0,0
L,299.2,310.1,1534,37.7,10,0,0,0,0,0,0,0,10.9,6.0557,Fresh(0-50),0,0,0,0,0,0
L,299.2,310.2,1697,30.6,12,0,0,0,0,0,0,0,11.0,5.4375,Fresh(0-50),0,0,0,0,0,0
L,299.3,310.3,1396,47.4,14,0,0,0,0,0,0,0,11.0,6.9288,Fresh(0-50),0,1,1,1,0,0
L,299.3,310.2,1495,49.2,16,0,0,0,0,0,0,0,10.9,7.702,Fresh(0-50),0,1,0,0,0,0
M,299.2,310.3,1551,44.8,18,0,0,0,0,0,0,1,11.1,7.2759,Fresh(0-50),0,0,0,0,0,0
L,299.2,310.3,1440,47.0,21,0,0,0,0,0,0,0,11.1,7.0869,Fresh(0-50),0,1,0,0,0,0
L,299.2,310.3,1429,40.1,23,0,0,0,0,0,0,0,11.1,6.0003,Fresh(0-50),0,0,0,0,0,0
H,299.3,310.4,1548,41.6,25,0,0,0,0,0,0,2,11.1,6.7431,Fresh(0-50),0,0,0,0,0,0
L,299.3,310.5,1505,38.8,30,0,0,0,0,0,0,0,11.2,6.1146,Fresh(0-50),0,0,0,0,0,0
L,299.2,310.4,1611,36.4,32,0,0,0,0,0,0,0,11.2,6.1404,Fresh(0-50),0,0,0,0,0,0
M,299.2,310.4,1502,39.8,34,0,0,0,0,0,0,1,11.2,6.2596,Fresh(0-50),0,0,0,0,0,0
M,299.2,310.4,1504,43.3,37,0,0,0,0,0,0,1,11.2,6.8192,Fresh(0-50),0,0,0,0,0,0
L,299.1,310.3,1449,40.7,40,0,0,0,0,0,0,0,11.2,6.1753,Fresh(0-50),0,0,0,0,0,0
L,299.0,310.2,1575,37.8,42,0,0,0,0,0,0,0,11.2,6.234,Fresh(0-50),0,0,0,0,0,0
M,299.0,310.2,1598,33.4,44,0,0,0,0,0,0,1,11.2,5.5888,Fresh(0-50),0,0,0,0,0,0
L,299.0,310.1,1416,45.9,47,0,0,0,0,0,0,0,11.1,6.8057,Fresh(0-50),0,0,1,0,0,0
L,299.0,310.2,1682,28.8,49,0,0,0,0,0,0,0,11.2,5.0724,Fresh(0-50),0,0,0,0,0,0
L,298.9,310.1,1341,54.5,51,0,0,0,0,0,0,0,11.2,7.6528,Low(51-100),0,1,1,1,0,0
L,298.9,310.1,1523,39.1,53,0,0,0,0,0,0,0,11.2,6.2355,Low(51-100),0,0,0,0,0,0
L,299.0,310.1,1580,41.9,55,0,0,0,0,0,0,0,11.1,6.9321,Low(51-100),0,0,0,0,0,0
L,299.0,310.1,1531,36.0,57,0,0,0,0,0,0,0,11.1,5.7713,Low(51-100),0,0,0,0,0,0
L,299.0,310.1,1375,48.9,59,0,0,0,0,0,0,0,11.1,7.0406,Low(51-100),0,1,1,1,0,0
M,298.9,310.1,1484,40.4,61,0,0,0,0,0,0,1,11.2,6.2779,Low(51-100),0,0,0,0,0,0
M,299.0,310.2,1657,32.3,64,0,0,0,0,0,0,1,11.2,5.6043,Low(51-100),0,0,0,0,0,0
L,299.0,310.2,1494,40.6,67,0,0,0,0,0,0,0,11.2,6.3515,Low(51-100),0,0,0,0,0,0
H,299.0,310.3,1658,27.6,69,0,0,0,0,0,0,2,11.3,4.7917,Low(51-100),0,0,0,0,0,0
L,299.1,310.3,1411,42.1,74,0,0,0,0,0,0,0,11.2,6.2202,Low(51-100),0,0,1,0,0,0
M,299.2,310.4,1395,55.4,76,0,0,0,0,0,0,1,11.2,8.0925,Low(51-100),0,1,1,1,0,0
L,299.1,310.4,1550,43.9,79,0,0,0,0,0,0,0,11.3,7.1251,Low(51-100),0,0,0,0,0,0
M,299.1,310.3,1233,59.0,81,0,0,0,0,0,0,1,11.2,7.6175,Low(51-100),0,1,1,1,0,0
L,299.1,310.3,1459,46.7,84,0,0,0,0,0,0,0,11.2,7.1346,Low(51-100),0,0,0,0,0,0
H,299.1,310.4,1405,53.6,86,0,0,0,0,0,0,2,11.3,7.8857,Low(51-100),0,1,1,1,0,0
L,299.2,310.5,1458,44.1,91,0,0,0,0,0,0,0,11.3,6.7328,Low(51-100),0,0,0,0,0,0
L,299.2,310.5,1384,48.7,93,0,0,0,0,0,0,0,11.3,7.0577,Low(51-100),0,1,1,1,0,0
L,299.2,310.5,1705,29.5,95,0,0,0,0,0,0,0,11.3,5.2668,Low(51-100),0,0,0,0,0,0
L,299.3,310.6,1443,45.7,97,0,0,0,0,0,0,0,11.3,6.9052,Low(51-100),0,0,0,0,0,0
M,299.3,310.6,1609,31.4,99,0,0,0,0,0,0,1,11.3,5.2903,Low(51-100),0,0,0,0,0,0
L,299.3,310.5,1818,26.0,102,0,0,0,0,0,0,0,11.2,4.9495,Medium(101-150),0,0,0,0,0,0
M,299.3,310.6,1457,42.1,104,0,0,0,0,0,0,1,11.3,6.423,Medium(101-150),0,0,0,0,0,0
L,299.3,310.6,1480,45.1,107,0,0,0,0,0,0,0,11.3,6.9893,Medium(101-150),0,0,0,0,0,0
L,299.4,310.8,1424,47.7,109,0,0,0,0,0,0,0,11.4,7.1125,Medium(101-150),0,1,0,0,0,0
M,299.4,310.8,1628,40.2,111,0,0,0,0,0,0,1,11.4,6.8529,Medium(101-150),0,0,0,0,0,0
M,299.5,310.8,1754,31.3,114,0,0,0,0,0,0,1,11.3,5.7487,Medium(101-150),0,0,0,0,0,0
L,299.6,310.9,1716,28.5,117,0,0,0,0,0,0,0,11.3,5.121,Medium(101-150),0,0,0,0,0,0
M,299.5,310.9,1378,48.7,119,0,0,0,0,0,0,1,11.4,7.0271,Medium(101-150),0,1,1,1,0,0
L,299.6,311.0,1708,31.0,122,0,0,0,0,0,0,0,11.4,5.5443,Medium(101-150),0,0,0,0,0,0
L,299.6,311.0,1430,38.3,124,0,0,0,0,0,0,0,11.4,5.735,Medium(101-150),0,0,0,0,0,0
M,299.7,311.2,1560,43.9,126,0,0,0,0,0,0,1,11.5,7.1711,Medium(101-150),0,0,0,0,0,0
L,299.6,311.1,1679,30.7,129,0,0,0,0,0,0,0,11.5,5.3974,Medium(101-150),0,0,0,0,0,0
L,299.6,311.1,1521,37.2,131,0,0,0,0,0,0,0,11.5,5.9247,Medium(101-150),0,0,0,0,0,0
M,299.6,311.1,1649,33.8,133,0,0,0,0,0,0,1,11.5,5.8363,Medium(101-150),0,0,0,0,0,0
M,299.5,311.0,1451,43.3,136,0,0,0,0,0,0,1,11.5,6.5789,Medium(101-150),0,0,0,0,0,0
L,299.4,310.8,1391,48.9,139,0,0,0,0,0,0,0,11.4,7.1225,Medium(101-150),0,1,1,1,0,0
M,299.3,310.8,1523,40.9,141,0,0,0,0,0,0,1,11.5,6.5226,Medium(101-150),0,0,0,0,0,0
L,299.3,310.7,1495,39.2,144,0,0,0,0,0,0,0,11.4,6.1365,Medium(101-150),0,0,0,0,0,0
M,299.3,310.7,1440,45.5,146,0,0,0,0,0,0,1,11.4,6.8607,Medium(101-150),0,0,0,0,0,0
H,299.4,310.8,1585,31.4,149,0,0,0,0,0,0,2,11.4,5.2114,Medium(101-150),0,0,0,0,0,0
L,299.5,310.8,1374,48.3,154,0,0,0,0,0,0,0,11.3,6.9491,High(151-200),0,1,1,1,0,0
M,299.5,310.8,1507,40.2,156,0,0,0,0,0,0,1,11.3,6.3436,High(151-200),0,0,0,0,0,0
M,299.5,310.9,1577,34.6,159,0,0,0,0,0,0,1,11.4,5.7135,High(151-200),0,0,0,0,0,0
L,299.5,310.9,1496,38.5,162,0,0,0,0,0,0,0,11.4,6.031,High(151-200),0,0,0,0,0,0
L,299.6,310.9,1487,42.5,164,0,0,0,0,0,0,0,11.3,6.6175,High(151-200),0,0,0,0,0,0
L,299.6,310.9,1853,26.3,166,0,0,0,0,0,0,0,11.3,5.103,High(151-200),0,0,0,0,0,0
M,299.7,311.0,1435,50.1,168,0,0,0,0,0,0,1,11.3,7.5281,High(151-200),0,1,0,0,0,0
M,299.8,311.1,1763,25.5,171,0,0,0,0,0,0,1,11.3,4.7075,High(151-200),0,0,0,0,0,0
L,299.8,311.1,1820,24.9,174,0,0,0,0,0,0,0,11.3,4.7453,High(151-200),0,0,0,0,0,0
M,299.8,311.1,1498,38.1,176,0,0,0,0,0,0,1,11.3,5.9763,High(151-200),0,0,0,0,0,0
L,299.8,311.1,1603,35.1,179,0,0,0,0,0,0,0,11.3,5.8917,High(151-200),0,0,0,0,0,0
L,299.8,311.1,1412,42.5,181,0,0,0,0,0,0,0,11.3,6.2838,High(151-200),0,0,1,0,0,0
L,299.8,311.1,1588,38.0,183,0,0,0,0,0,0,0,11.3,6.3187,High(151-200),0,0,0,0,0,0
M,299.8,311.0,1948,20.0,185,0,0,0,0,0,0,1,11.2,4.0796,High(151-200),0,0,0,0,0,0
L,299.7,310.9,1384,48.2,188,0,0,0,0,0,0,0,11.2,6.9852,High(151-200),0,1,1,1,0,0
L,299.7,310.8,1589,36.0,190,0,0,0,0,0,0,0,11.1,5.9899,High(151-200),0,0,0,0,0,0
M,299.7,310.8,1405,47.6,192,0,0,0,0,0,0,1,11.1,7.0029,High(151-200),0,1,1,1,0,0
L,299.7,310.9,1491,40.1,195,0,0,0,0,0,0,0,11.2,6.2606,High(151-200),0,0,0,0,0,0
H,299.7,310.8,1418,46.6,197,0,0,0,0,0,0,2,11.1,6.9192,High(151-200),0,0,1,0,0,0
M,299.6,310.8,1603,35.4,202,0,0,0,0,0,0,1,11.2,5.942,Critical(>200),1,0,0,0,0,0
L,299.6,310.7,1922,23.3,205,1,1,0,0,0,0,0,11.1,4.6893,Critical(>200),1,0,0,0,0,1
M,299.5,310.7,1364,49.5,0,0,0,0,0,0,0,1,11.2,7.0699,Fresh(0-50),0,1,1,1,0,0
L,299.4,310.7,1551,41.2,3,0,0,0,0,0,0,0,11.3,6.6912,Fresh(0-50),0,0,0,0,0,0
L,299.5,310.7,1589,33.5,5,0,0,0,0,0,0,0,11.2,5.574,Fresh(0-50),0,0,0,0,0,0
M,299.5,310.7,1423,56.5,7,0,0,0,0,0,0,1,11.2,8.4188,Fresh(0-50),0,1,0,0,0,0
L,299.4,310.6,1418,53.1,10,0,0,0,0,0,0,0,11.2,7.8844,Fresh(0-50),0,1,1,1,0,0
M,299.3,310.5,1404,47.5,12,0,0,0,0,0,0,1,11.2,6.9832,Fresh(0-50),0,1,1,1,0,0
L,299.3,310.5,1281,59.8,15,0,0,0,0,0,0,0,11.2,8.0213,Fresh(0-50),0,1,1,1,0,0
L,299.3,310.5,1529,41.3,17,0,0,0,0,0,0,0,11.2,6.6123,Fresh(0-50),0,0,0,0,0,0
M,299.3,310.5,1563,42.1,19,0,0,0,0,0,0,1,11.2,6.8903,Fresh(0-50),0,0,0,0,0,0
L,299.4,310.6,1348,54.5,22,0,0,0,0,0,0,0,11.2,7.6928,Fresh(0-50),0,1,1,1,0,0
M,299.3,310.5,1462,40.5,24,0,0,0,0,0,0,1,11.2,6.2001,Fresh(0-50),0,0,0,0,0,0
H,299.3,310.4,1510,45.5,27,0,0,0,0,0,0,2,11.1,7.1942,Fresh(0-50),0,0,0,0,0,0
L,299.2,310.4,1472,43.3,32,0,0,0,0,0,0,0,11.2,6.6741,Fresh(0-50),0,0,0,0,0,0
M,299.2,310.4,1325,52.0,34,0,0,0,0,0,0,1,11.2,7.2147,Fresh(0-50),0,1,1,1,0,0
L,299.2,310.4,1570,37.3,37,0,0,0,0,0,0,0,11.2,6.132,Fresh(0-50),0,0,0,0,0,0
L,299.2,310.4,1379,46.8,39,0,0,0,0,0,0,0,11.2,6.7578,Fresh(0-50),0,0,1,0,0,0
L,299.1,310.2,1352,52.8,41,0,0,0,0,0,0,0,11.1,7.4749,Fresh(0-50),0,1,1,1,0,0
L,299.1,310.3,1727,28.7,43,0,0,0,0,0,0,0,11.2,5.19,Fresh(0-50),0,0,0,0,0,0
H,299.0,310.1,1432,50.0,45,0,0,0,0,0,0,2,11.1,7.4974,Fresh(0-50),0,1,0,0,0,0
L,298.9,310.1,1466,43.4,50,0,0,0,0,0,0,0,11.2,6.6622,Fresh(0-50),0,0,0,0,0,0
L,298.9,310.1,1510,38.0,52,0,0,0,0,0,0,0,11.2,6.0084,Low(51-100),0,0,0,0,0,0
L,299.0,310.2,1490,41.1,54,0,0,0,0,0,0,0,11.2,6.4125,Low(51-100),0,0,0,0,0,0
L,299.0,310.1,1463,37.4,56,0,0,0,0,0,0,0,11.1,5.7294,Low(51-100),0,0,0,0,0,0
M,298.9,310.0,1561,45.3,58,0,0,0,0,0,0,1,11.1,7.4045,Low(51-100),0,0,0,0,0,0
L,298.9,310.1,2109,18.0,61,0,0,0,0,0,0,0,11.2,3.9751,Low(51-100),0,0,0,0,0,0
L,298.9,310.2,1705,32.5,63,0,0,0,0,0,0,0,11.3,5.8024,Low(51-100),0,0,0,0,0,0
M,298.9,310.1,1549,40.2,65,0,0,0,0,0,0,1,11.2,6.5204,Low(51-100),0,0,0,0,0,0
H,299.0,310.2,1637,38.0,68,0,0,0,0,0,0,2,11.2,6.5137,Low(51-100),0,0,0,0,0,0
M,298.9,310.1,1484,37.9,73,0,0,0,0,0,0,1,11.2,5.8894,Low(51-100),0,0,0,0,0,0
L,298.9,310.1,1401,44.4,76,0,0,0,0,0,0,0,11.2,6.5135,Low(51-100),0,0,1,0,0,0
L,298.9,310.1,1571,36.8,78,0,0,0,0,0,0,0,11.2,6.0537,Low(51-100),0,0,0,0,0,0
M,298.9,310.1,1513,41.5,80,0,0,0,0,0,0,1,11.2,6.5748,Low(51-100),0,0,0,0,0,0
L,299.0,310.1,1470,40.3,83,0,0,0,0,0,0,0,11.1,6.2032,Low(51-100),0,0,0,0,0,0
L,299.0,310.1,1505,41.3,85,0,0,0,0,0,0,0,11.1,6.5085,Low(51-100),0,0,0,0,0,0
L,299.0,310.2,1432,42.2,87,0,0,0,0,0,0,0,11.2,6.3278,Low(51-100),0,0,0,0,0,0
M,299.0,310.2,1625,31.8,89,0,0,0,0,0,0,1,11.2,5.411,Low(51-100),0,0,0,0,0,0
L,299.0,310.2,1377,62.5,92,1,0,0,1,0,0,0,11.2,9.0118,Low(51-100),0,1,1,1,0,1
M,299.1,310.3,1441,43.9,94,0,0,0,0,0,0,1,11.2,6.6241,Low(51-100),0,0,0,0,0,0
M,299.0,310.2,1564,39.9,97,0,0,0,0,0,0,1,11.2,6.5344,Low(51-100),0,0,0,0,0,0
L,298.9,310.1,1580,37.3,100,0,0,0,0,0,0,0,11.2,6.1711,Low(51-100),0,0,0,0,0,0
L,299.0,310.2,1516,35.3,102,0,0,0,0,0,0,0,11.2,5.6036,Medium(101-150),0,0,0,0,0,0
L,299.0,310.1,1447,42.8,104,0,0,0,0,0,0,0,11.1,6.485,Medium(101-150),0,0,0,0,0,0
M,298.9,310.0,1323,52.9,106,0,0,0,0,0,0,1,11.1,7.3285,Medium(101-150),0,1,1,1,0,0
L,298.9,310.0,1470,45.9,109,0,0,0,0,0,0,0,11.1,7.0652,Medium(101-150),0,0,0,0,0,0
M,299.0,310.0,2049,19.5,111,0,0,0,0,0,0,1,11.0,4.1838,Medium(101-150),0,0,0,0,0,0
L,298.9,310.0,1794,27.2,114,0,0,0,0,0,0,0,11.1,5.1096,Medium(101-150),0,0,0,0,0,0
L,298.9,310.1,1356,47.8,116,0,0,0,0,0,0,0,11.2,6.7871,Medium(101-150),0,1,1,1,0,0
H,299.0,310.1,1555,38.6,118,0,0,0,0,0,0,2,11.1,6.2851,Medium(101-150),0,0,0,0,0,0
M,299.0,310.1,1487,47.5,123,0,0,0,0,0,0,1,11.1,7.3961,Medium(101-150),0,1,0,0,0,0
M,299.0,310.0,1341,58.9,126,0,0,0,0,0,0,1,11.0,8.2707,Medium(101-150),0,1,1,1,0,0
M,298.9,310.0,1487,36.6,129,0,0,0,0,0,0,1,11.1,5.6989,Medium(101-150),0,0,0,0,0,0
H,299.0,310.0,1569,34.3,132,0,0,0,0,0,0,2,11.0,5.6353,Medium(101-150),0,0,0,0,0,0
H,299.0,310.1,2053,19.7,137,0,0,0,0,0,0,2,11.1,4.235,Medium(101-150),0,0,0,0,0,0
L,299.0,310.1,1583,35.8,142,0,0,0,0,0,0,0,11.1,5.9342,Medium(101-150),0,0,0,0,0,0
L,299.0,310.0,1672,33.2,144,0,0,0,0,0,0,0,11.0,5.8126,Medium(101-150),0,0,0,0,0,0
M,299.0,310.0,1337,57.4,146,0,0,0,0,0,0,1,11.0,8.036,Medium(101-150),0,1,1,1,0,0
H,299.1,310.1,1421,41.2,149,0,0,0,0,0,0,2,11.0,6.1304,Medium(101-150),0,0,1,0,0,0
L,299.1,310.2,1425,52.7,154,0,0,0,0,0,0,0,11.1,7.8636,High(151-200),0,1,0,0,0,0
L,299.2,310.2,1609,33.2,156,0,0,0,0,0,0,0,11.0,5.5936,High(151-200),0,0,0,0,0,0
L,299.2,310.3,1507,41.3,158,0,0,0,0,0,0,0,11.1,6.5172,High(151-200),0,0,0,0,0,0
L,299.2,310.3,1463,38.9,160,0,0,0,0,0,0,0,11.1,5.9592,High(151-200),0,0,0,0,0,0
H,299.3,310.4,1393,44.9,162,0,0,0,0,0,0,2,11.1,6.5493,High(151-200),0,0,1,0,0,0
L,299.3,310.4,1725,26.8,167,0,0,0,0,0,0,0,11.1,4.8408,High(151-200),0,0,0,0,0,0
L,299.4,310.5,1514,36.1,169,0,0,0,0,0,0,0,11.1,5.7231,High(151-200),0,0,0,0,0,0
L,299.3,310.4,1365,53.9,171,0,0,0,0,0,0,0,11.1,7.704,High(151-200),0,1,1,1,0,0
L,299.4,310.5,1372,46.3,173,0,0,0,0,0,0,0,11.1,6.6517,High(151-200),0,0,1,0,0,0
L,299.4,310.4,1509,40.6,175,0,0,0,0,0,0,0,11.0,6.4152,High(151-200),0,0,0,0,0,0
L,299.3,310.4,1629,32.6,177,0,0,0,0,0,0,0,11.1,5.5608,High(151-200),0,0,0,0,0,0
L,299.4,310.5,1749,28.1,179,0,0,0,0,0,0,0,11.1,5.1463,High(151-200),0,0,0,0,0,0
L,299.4,310.4,1582,31.7,181,0,0,0,0,0,0,0,11.0,5.2512,High(151-200),0,0,0,0,0,0
L,299.2,310.2,1458,47.0,183,0,0,0,0,0,0,0,11.0,7.1755,High(151-200),0,1,0,0,0,0
L,299.1,310.1,1416,41.2,185,0,0,0,0,0,0,0,11.0,6.1088,High(151-200),0,0,1,0,0,0
H,299.1,310.0,1657,33.1,187,0,0,0,0,0,0,2,10.9,5.7431,High(151-200),0,0,0,0,0,0
M,299.1,310.0,1437,41.1,192,0,0,0,0,0,0,1,10.9,6.1844,High(151-200),0,0,0,0,0,0
M,299.1,310.0,1580,36.0,195,0,0,0,0,0,0,1,10.9,5.956,High(151-200),0,0,0,0,0,0
M,299.0,310.0,1488,46.3,198,0,0,0,0,0,0,1,11.0,7.2141,High(151-200),0,0,0,0,0,0
L,299.0,309.9,1373,55.7,201,1,0,0,0,1,0,0,10.9,8.008,Critical(>200),1,1,1,1,0,1
L,299.1,310.0,1367,56.3,203,1,0,0,0,1,0,0,10.9,8.0589,Critical(>200),1,1,1,1,0,1
H,299.1,310.0,1431,49.5,205,0,0,0,0,0,0,2,10.9,7.4172,Critical(>200),1,1,0,0,0,0
